method,method_family,filter_variant,dataset,source_model,scenario,evaluation,k,requirements_total,requirements_with_ground_truth,ground_truth_links_total,correctly_retrieved_links,requirement_hit_at_k,precision_at_k,recall_at_k,f1_at_k,map_at_k,mrr_at_k
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,1,36,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,1,36,30,171,17,0.5666666666666667,0.5666666666666667,0.3724029674029674,0.40207601222307104,0.5666666666666667,0.5666666666666667
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,1,36,30,264,6,0.2,0.2,0.07841269841269842,0.098743961352657,0.2,0.2
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,1,36,36,357,6,0.16666666666666666,0.16666666666666666,0.056037546331663975,0.07118406285072952,0.16666666666666666,0.16666666666666666
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,1,36,36,185,3,0.08333333333333333,0.08333333333333333,0.011904761904761904,0.020833333333333332,0.08333333333333333,0.08333333333333333
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,1,36,33,171,3,0.09090909090909091,0.09090909090909091,0.013708513708513706,0.023809523809523808,0.09090909090909091,0.09090909090909091
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,1,36,30,92,3,0.1,0.1,0.04642857142857142,0.055,0.1,0.1
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,5,36,30,172,49,0.8333333333333334,0.3266666666666667,0.6607618307618307,0.361864305579572,0.37927777777777777,0.6761111111111112
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,5,36,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,5,36,30,171,49,0.8333333333333334,0.3266666666666667,0.6622769822769823,0.363053454594808,0.37927777777777777,0.6761111111111112
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,5,36,30,264,18,0.4,0.12000000000000001,0.18876984126984125,0.12224864251010262,0.10555555555555556,0.28611111111111115
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,5,36,36,357,25,0.4166666666666667,0.1388888888888889,0.15826977760801292,0.11597519465799036,0.11064814814814815,0.2740740740740741
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,5,36,36,185,16,0.25,0.08888888888888889,0.1118003341687552,0.08214285714285714,0.07824074074074074,0.1537037037037037
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,5,36,33,171,16,0.2727272727272727,0.09696969696969697,0.12340700235437078,0.09052866325593599,0.08535353535353535,0.16767676767676767
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,5,36,30,92,9,0.2,0.060000000000000005,0.13952380952380952,0.0725925925925926,0.09,0.14166666666666666
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,10,36,30,172,58,0.9,0.19333333333333333,0.7395164095164095,0.2622957480312079,0.32153306878306875,0.6844444444444445
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,10,36,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,10,36,30,171,58,0.9,0.19333333333333333,0.741031561031561,0.26292616568290217,0.32153306878306875,0.6844444444444445
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,10,36,30,264,25,0.5,0.08333333333333333,0.2585241147741148,0.10707769817129824,0.09677248677248677,0.2979100529100529
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,10,36,36,357,37,0.5555555555555556,0.10277777777777779,0.24367106613430142,0.11782147864853271,0.0903505291005291,0.29250440917107584
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,10,36,36,185,23,0.3333333333333333,0.0638888888888889,0.18389724310776942,0.08095406396623435,0.07919312169312169,0.16693121693121693
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,10,36,33,171,23,0.36363636363636365,0.0696969696969697,0.20205817574238627,0.08875915712537509,0.08747474747474748,0.1821067821067821
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,10,36,30,92,11,0.23333333333333334,0.03666666666666667,0.17952380952380953,0.05494270435446906,0.0951984126984127,0.14722222222222223
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,20,36,30,172,67,0.9333333333333333,0.11166666666666666,0.7960487660487661,0.17355665805103943,0.3125964865614726,0.6862962962962963
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,20,36,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,20,36,30,171,67,0.9333333333333333,0.11166666666666666,0.7975639175639176,0.17382120831558973,0.31380860777359376,0.6862962962962963
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,20,36,30,264,45,0.7333333333333333,0.075,0.3882409257409257,0.11477790068223849,0.10012262821556736,0.3156088356088356
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,20,36,36,357,65,0.75,0.09027777777777778,0.38230062149179794,0.12927133999699011,0.09421420187214904,0.3076943118609785
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,20,36,36,185,41,0.5555555555555556,0.056944444444444436,0.33585830896686164,0.08590088476561906,0.09215957734598085,0.18308913308913308
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,20,36,33,171,38,0.5454545454545454,0.05757575757575758,0.3534038695222906,0.08619509997639115,0.10032380210609874,0.19476283949968162
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,20,36,30,92,21,0.5,0.035,0.33706349206349207,0.05988047660873748,0.10665137737506157,0.1660826210826211
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,30,36,30,172,74,0.9333333333333333,0.08222222222222222,0.871027491027491,0.13818922619588428,0.3191860017716774,0.6862962962962963
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,30,36,1,1,1,1.0,0.03333333333333333,1.0,0.06451612903225806,0.034482758620689655,0.034482758620689655
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,30,36,30,171,74,0.9333333333333333,0.08222222222222222,0.871027491027491,0.13818922619588428,0.32045036958776935,0.6862962962962963
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,30,36,30,264,57,0.8,0.06333333333333332,0.4901953601953602,0.10423005890994573,0.10397240515651747,0.3183866133866134
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,30,36,36,357,84,0.8055555555555556,0.07777777777777778,0.495179705915,0.12190268592389157,0.10240239574612595,0.31000912667579333
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,30,36,36,185,54,0.6666666666666666,0.05,0.4347548558897243,0.08148730058998199,0.1009813632304936,0.18725579975579976
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,30,36,33,171,50,0.6666666666666666,0.050505050505050504,0.4519115022404496,0.08179214284404161,0.1088508874288861,0.19930829404513614
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,30,36,30,92,27,0.6333333333333333,0.030000000000000002,0.4473809523809524,0.054069007645857745,0.11212624509992931,0.17108262108262107
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,40,36,30,172,78,0.9333333333333333,0.065,0.8893058793058793,0.11320606007423924,0.321610048313371,0.6862962962962963
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,40,36,1,1,1,1.0,0.025,1.0,0.04878048780487806,0.034482758620689655,0.034482758620689655
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,40,36,30,171,78,0.9333333333333333,0.065,0.8893058793058793,0.11320606007423924,0.322874416129463,0.6862962962962963
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,40,36,30,264,70,0.8333333333333334,0.058333333333333334,0.5490018315018315,0.0978384758683455,0.10804549367620041,0.31926380636906954
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,40,36,36,357,99,0.8333333333333334,0.06875,0.5589999134852076,0.11235840977633986,0.10718828080000636,0.31074012082784014
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,40,36,36,185,63,0.6666666666666666,0.04375,0.5031410992759677,0.0749954134980824,0.10658892513968196,0.18725579975579976
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,40,36,33,171,57,0.6666666666666666,0.04318181818181818,0.5077556580846054,0.07361827037216662,0.11357843436287243,0.19930829404513614
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,40,36,30,92,32,0.6333333333333333,0.02666666666666667,0.5013492063492063,0.049101702241176784,0.11615045827984424,0.17108262108262107
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,50,36,30,172,81,0.9333333333333333,0.054000000000000006,0.9166563066563067,0.0962534729027876,0.3232826335342065,0.6862962962962963
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,50,36,1,1,1,1.0,0.02,1.0,0.0392156862745098,0.034482758620689655,0.034482758620689655
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,50,36,30,171,81,0.9333333333333333,0.054000000000000006,0.9166563066563067,0.0962534729027876,0.32454700135029846,0.6862962962962963
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,50,36,30,264,75,0.8333333333333334,0.05,0.5762454212454212,0.08623365457568549,0.10975486729887031,0.31926380636906954
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,50,36,36,357,106,0.8333333333333334,0.05888888888888889,0.577139412874707,0.09935190655405339,0.10868263905350685,0.31074012082784014
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,50,36,36,185,68,0.6944444444444444,0.03777777777777778,0.5325875452520189,0.06618820593421282,0.10835749595674138,0.18787308370641703
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,50,36,33,171,61,0.6666666666666666,0.03696969696969697,0.524727538543328,0.0643547939720332,0.11517108400841873,0.19930829404513614
Jina v3,CE,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,50,36,30,92,35,0.6666666666666666,0.02333333333333333,0.5319047619047619,0.04351048769365963,0.11738096768638757,0.17182336182336183
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_all,1,30,30,137,14,0.4666666666666667,0.4666666666666667,0.296984126984127,0.33576923076923076,0.4666666666666667,0.4666666666666667
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,1,30,7,32,4,0.5714285714285714,0.5714285714285714,0.33333333333333337,0.4031746031746032,0.5714285714285714,0.5714285714285714
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,1,30,30,105,14,0.4666666666666667,0.4666666666666667,0.3103174603174603,0.3494444444444445,0.4666666666666667,0.4666666666666667
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,1,30,30,200,11,0.36666666666666664,0.36666666666666664,0.1435042735042735,0.18827725880357457,0.36666666666666664,0.36666666666666664
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,1,30,30,243,12,0.4,0.4,0.14223443223443225,0.19044897597529176,0.4,0.4
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,1,30,30,106,8,0.26666666666666666,0.26666666666666666,0.07698412698412697,0.11785714285714285,0.26666666666666666,0.26666666666666666
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,1,30,27,83,1,0.037037037037037035,0.037037037037037035,0.006172839506172839,0.010582010582010581,0.037037037037037035,0.037037037037037035
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,1,30,30,63,7,0.23333333333333334,0.23333333333333334,0.0861111111111111,0.12444444444444444,0.23333333333333334,0.23333333333333334
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_all,5,30,30,137,35,0.7666666666666667,0.23333333333333334,0.6907814407814408,0.32733391922274513,0.3346666666666666,0.5755555555555555
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,5,30,7,32,9,0.8571428571428571,0.2571428571428572,0.780952380952381,0.3821873364730508,0.20833333333333331,0.7142857142857143
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,5,30,30,105,34,0.7666666666666667,0.22666666666666668,0.6955433455433455,0.3196977115865375,0.3643888888888889,0.5755555555555555
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,5,30,30,200,36,0.7333333333333333,0.24000000000000002,0.39814611314611315,0.2737010796039673,0.20452777777777778,0.4766666666666667
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,5,30,30,243,42,0.7333333333333333,0.28,0.38770960520960523,0.29466493055369447,0.2343425925925926,0.4988888888888889
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,5,30,30,106,23,0.5666666666666667,0.15333333333333335,0.29714285714285715,0.1815945165945166,0.16814814814814813,0.3522222222222222
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,5,30,27,83,11,0.25925925925925924,0.08148148148148149,0.18641975308641975,0.10048100048100049,0.07880658436213991,0.10493827160493828
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,5,30,30,63,17,0.5,0.11333333333333334,0.3194444444444445,0.15524290524290527,0.15611111111111112,0.30777777777777776
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_all,10,30,30,137,45,0.9333333333333333,0.15,0.8181906981906981,0.23932990685901326,0.324463529856387,0.599563492063492
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,10,30,7,32,9,0.8571428571428571,0.1285714285714286,0.780952380952381,0.21907271472488868,0.19404761904761905,0.7142857142857143
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,10,30,30,105,44,0.9333333333333333,0.14666666666666667,0.8232556332556332,0.2345285887741131,0.37619633408919123,0.599563492063492
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,10,30,30,200,44,0.8333333333333334,0.14666666666666667,0.4777431827431827,0.20482017462357202,0.14938844797178127,0.4895238095238095
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,10,30,30,243,53,0.8333333333333334,0.17666666666666667,0.4783483414733415,0.2329928010692582,0.1711736111111111,0.5117460317460317
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,10,30,30,106,35,0.6666666666666666,0.11666666666666667,0.4038095238095238,0.16451993294498038,0.18704283194759383,0.364021164021164
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,10,30,27,83,20,0.4444444444444444,0.07407407407407407,0.3009440813362382,0.10783037264518747,0.09869488536155202,0.1270429159318048
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,10,30,30,63,23,0.5666666666666667,0.07666666666666667,0.387037037037037,0.11913203755309018,0.1690564373897707,0.31587301587301586
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_all,20,30,30,137,59,1.0,0.09833333333333334,0.9590909090909091,0.17093592086579465,0.33791366348926916,0.6041666666666666
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,20,30,7,32,11,0.8571428571428571,0.07857142857142858,0.8571428571428571,0.14347557204700062,0.20083333333333334,0.7142857142857143
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,20,30,30,105,57,1.0,0.095,0.9600000000000001,0.16537896885722972,0.39006662164222733,0.6041666666666666
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,20,30,30,200,70,0.9333333333333333,0.11666666666666667,0.656963776963777,0.18626080895764566,0.16995331425008559,0.4954497354497355
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,20,30,30,243,81,0.9333333333333333,0.13499999999999998,0.6125920838420839,0.2077891744607878,0.1916881517738163,0.5176719576719576
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,20,30,30,106,45,0.7,0.075,0.5077777777777778,0.12307463527399902,0.20657803748279938,0.367051467051467
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,20,30,27,83,27,0.6296296296296297,0.05,0.42131445170660853,0.08463074738437057,0.11077690464945365,0.13981162870051758
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,20,30,30,63,32,0.6666666666666666,0.05333333333333334,0.5453703703703704,0.09294069665134133,0.18860619318952654,0.3233477633477634
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_all,30,30,30,137,65,1.0,0.07222222222222222,0.9939393939393939,0.12955961430209573,0.34273508394787106,0.6041666666666666
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,30,30,7,32,11,0.8571428571428571,0.052380952380952375,0.8571428571428571,0.09850230414746543,0.20083333333333334,0.7142857142857143
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,30,30,30,105,63,1.0,0.07,0.9966666666666666,0.12583382072281502,0.3952252566104575,0.6041666666666666
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,30,30,30,200,79,0.9333333333333333,0.08777777777777777,0.7027421652421653,0.1481135934912573,0.17682565745783252,0.4954497354497355
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,30,30,30,243,92,0.9333333333333333,0.10222222222222223,0.6584035409035409,0.16698238957693434,0.19856721453874862,0.5176719576719576
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,30,30,30,106,52,0.8333333333333334,0.05777777777777778,0.6275396825396825,0.10119111065031368,0.21318682375825232,0.37239714606381275
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,30,30,27,83,34,0.7777777777777778,0.04197530864197531,0.5552650689905592,0.07507968185383056,0.1179684853595529,0.14575127204756835
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,30,30,30,63,37,0.8333333333333334,0.04111111111111111,0.6953703703703703,0.07532554415856123,0.19454711029711028,0.32988391855058524
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_all,40,30,30,137,67,1.0,0.05583333333333333,1.0,0.10225822875407328,0.3444786222722917,0.6041666666666666
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,40,30,7,32,12,1.0,0.042857142857142864,1.0,0.08196449311431889,0.20529761904761903,0.71875
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,40,30,30,105,64,1.0,0.05333333333333334,1.0,0.09807261955104248,0.39610760955163393,0.6041666666666666
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,40,30,30,200,85,0.9666666666666667,0.07083333333333333,0.7571866096866097,0.1240777263622412,0.1800595970849766,0.49652500426693974
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,40,30,30,243,101,0.9666666666666667,0.08416666666666667,0.7083076414326415,0.1429813070506329,0.20187471016277897,0.518747226489162
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,40,30,30,106,61,0.8666666666666667,0.05083333333333333,0.6942063492063492,0.09130219786099052,0.21916099795545532,0.3733775382206755
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,40,30,27,83,43,0.8148148148148148,0.03981481481481481,0.653122730573711,0.0726400378137739,0.12449396820014323,0.14684059666630472
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,40,30,30,63,41,0.8333333333333334,0.03416666666666667,0.7296296296296296,0.06364504422726751,0.19761053556448294,0.32988391855058524
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_all,50,30,30,137,67,1.0,0.04466666666666667,1.0,0.08315821625107603,0.3444786222722917,0.6041666666666666
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,50,30,7,32,12,1.0,0.03428571428571429,1.0,0.06614953673777203,0.20529761904761903,0.71875
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,50,30,30,105,64,1.0,0.042666666666666665,1.0,0.07970277062215085,0.39610760955163393,0.6041666666666666
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,50,30,30,200,87,0.9666666666666667,0.058,0.7771866096866097,0.10411649673386761,0.18109019289818112,0.49652500426693974
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,50,30,30,243,104,0.9666666666666667,0.06933333333333333,0.7349743080993082,0.12138036601157162,0.20332197264265017,0.518747226489162
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,50,30,30,106,66,0.9,0.044000000000000004,0.7525396825396825,0.08079837697314311,0.22206649181747093,0.37404420488734214
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,50,30,27,83,48,0.8888888888888888,0.035555555555555556,0.7364560639070442,0.06618044381784566,0.1275936938904486,0.14835294234531707
Stella 1.5B,CE,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,50,30,30,63,44,0.8333333333333334,0.029333333333333333,0.7685185185185186,0.05540412701633442,0.1998863997968689,0.32988391855058524
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,actions_all,1,30,27,196,16,0.5925925925925926,0.5925925925925926,0.4007597340930675,0.4441256274589608,0.5925925925925926,0.5925925925925926
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,actions_orphan,1,30,7,13,2,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,1,30,27,183,16,0.5925925925925926,0.5925925925925926,0.4047279880613214,0.4509722787500565,0.5925925925925926,0.5925925925925926
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_linked_widgets,1,30,27,281,12,0.4444444444444444,0.4444444444444444,0.1768251296029074,0.23509864620975732,0.4444444444444444,0.4444444444444444
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_widgets,1,30,30,353,12,0.4,0.4,0.14432594506609914,0.19549418000545818,0.4,0.4
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,widgets_all_resolved,1,30,30,157,6,0.2,0.2,0.06666666666666667,0.1,0.2,0.2
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,widgets_functional_resolved,1,30,30,150,6,0.2,0.2,0.06666666666666667,0.1,0.2,0.2
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,widgets_linked_resolved,1,30,27,85,6,0.2222222222222222,0.2222222222222222,0.09259259259259259,0.12962962962962962,0.2222222222222222,0.2222222222222222
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,actions_all,5,30,27,196,32,0.7777777777777778,0.23703703703703705,0.7229412562745897,0.341863809805522,0.25679012345679014,0.6697530864197531
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,actions_orphan,5,30,7,13,7,1.0,0.2,1.0,0.33333333333333337,0.3154761904761905,0.5833333333333333
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,5,30,27,183,32,0.7777777777777778,0.23703703703703705,0.7211775878442545,0.3413889759973549,0.2604938271604938,0.6697530864197531
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_linked_widgets,5,30,27,281,30,0.7407407407407407,0.2222222222222222,0.46908903853348294,0.2819765027453648,0.17300411522633746,0.558641975308642
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_widgets,5,30,30,353,37,0.7,0.24666666666666667,0.40345611721952707,0.2741760849909088,0.18314814814814814,0.5222222222222223
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,widgets_all_resolved,5,30,30,157,19,0.43333333333333335,0.12666666666666668,0.1805291005291005,0.13718157181571816,0.12653703703703703,0.29444444444444445
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,widgets_functional_resolved,5,30,30,150,16,0.36666666666666664,0.10666666666666667,0.15738095238095237,0.11888888888888889,0.11505555555555555,0.2722222222222222
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,widgets_linked_resolved,5,30,27,85,10,0.3333333333333333,0.07407407407407407,0.1349206349206349,0.09347442680776014,0.10946502057613168,0.25925925925925924
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,actions_all,10,30,27,196,41,0.8148148148148148,0.15185185185185188,0.7905937683715462,0.24400217297413562,0.23166421712718008,0.6759259259259259
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,actions_orphan,10,30,7,13,7,1.0,0.1,1.0,0.18181818181818182,0.3154761904761905,0.5833333333333333
Stella 1.5B,CE,Strict,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,10,30,27,183,41,0.8148148148148148,0.15185185185185188,0.7905937683715462,0.24400217297413562,0.24946404076033704,0.6759259259259259
